,image,true label,predicted label,confidence score,true confidence score,correct
20,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1091.JPEG,English springer,English springer,1.0,2.3488406124084393e-19,y
21,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1092.JPEG,English springer,English springer,1.0,3.6560536728165325e-27,y
22,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1100.JPEG,English springer,English springer,1.0,7.027145402910568e-28,y
23,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1102.JPEG,English springer,English springer,1.0,1.2223062839655796e-10,y
24,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1110.JPEG,English springer,English springer,0.9953954815864563,2.8361571821733378e-05,y
25,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1112.JPEG,English springer,English springer,1.0,2.2477862834183087e-19,y
26,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1121.JPEG,English springer,English springer,1.0,3.878828681858071e-12,y
27,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1122.JPEG,English springer,English springer,1.0,3.17187554255591e-16,y
28,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1130.JPEG,English springer,English springer,1.0,7.655032268554834e-28,y
29,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1151.JPEG,English springer,English springer,1.0,1.655974755107939e-13,y
30,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1160.JPEG,English springer,English springer,1.0,4.442103490690717e-28,y
31,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1172.JPEG,English springer,English springer,1.0,3.936032055840144e-10,y
32,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1181.JPEG,English springer,English springer,1.0,1.9091500101165698e-26,y
33,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1200.JPEG,English springer,English springer,1.0,2.606103809317528e-13,y
34,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1201.JPEG,English springer,English springer,1.0,3.537874315834784e-24,y
35,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1210.JPEG,English springer,English springer,1.0,2.406544744298217e-13,y
36,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1222.JPEG,English springer,English springer,1.0,2.425757372748194e-09,y
37,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1230.JPEG,English springer,English springer,1.0,5.076885143935802e-24,y
38,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1241.JPEG,English springer,English springer,1.0,1.1056560111910585e-08,y
39,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1252.JPEG,English springer,English springer,0.9908947944641113,0.0009034338872879744,y
40,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1260.JPEG,English springer,English springer,0.9998410940170288,1.6408044757554308e-05,y
41,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1261.JPEG,English springer,English springer,0.9952484965324402,0.0008076190715655684,y
42,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1272.JPEG,English springer,English springer,0.9997316002845764,5.112916915095411e-05,y
43,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1292.JPEG,English springer,English springer,1.0,2.9342119147813053e-15,y
44,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1300.JPEG,English springer,English springer,1.0,2.57371372633169e-24,y
45,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1301.JPEG,English springer,parachute,0.6761283874511719,0.004324665293097496,n
46,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1302.JPEG,English springer,English springer,1.0,7.255342104278985e-17,y
47,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1310.JPEG,English springer,English springer,1.0,5.663554742957837e-28,y
48,/home/yi/Downloads/imagenette2/val/English springer/n02102040_132.JPEG,English springer,English springer,1.0,6.976500065757368e-29,y
49,/home/yi/Downloads/imagenette2/val/English springer/n02102040_142.JPEG,English springer,English springer,1.0,2.1655502674552355e-15,y
50,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1430.JPEG,English springer,English springer,0.9999979734420776,5.892317176403594e-07,y
51,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1442.JPEG,English springer,English springer,1.0,5.1998871875014174e-09,y
52,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1450.JPEG,English springer,English springer,1.0,3.8404721982693743e-17,y
53,/home/yi/Downloads/imagenette2/val/English springer/n02102040_150.JPEG,English springer,English springer,1.0,3.803137699106814e-16,y
54,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1512.JPEG,English springer,English springer,1.0,1.0383142229909615e-21,y
55,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1552.JPEG,English springer,English springer,1.0,1.401298464324817e-45,y
56,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1590.JPEG,English springer,English springer,1.0,1.2144315978889065e-20,y
57,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1592.JPEG,English springer,English springer,0.9871532320976257,0.0005077579990029335,y
58,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1612.JPEG,English springer,English springer,1.0,6.7609496458645186e-15,y
59,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1620.JPEG,English springer,English springer,0.9999996423721313,1.0262517946557637e-07,y
60,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1632.JPEG,English springer,English springer,0.9999997615814209,6.121710072193309e-08,y
61,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1642.JPEG,English springer,English springer,0.9999591112136841,1.043656902766088e-05,y
62,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1660.JPEG,English springer,English springer,1.0,7.200544547493311e-20,y
63,/home/yi/Downloads/imagenette2/val/English springer/n02102040_171.JPEG,English springer,English springer,1.0,6.453115663528323e-30,y
64,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1720.JPEG,English springer,English springer,1.0,9.507763500116173e-13,y
65,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1740.JPEG,English springer,English springer,1.0,8.08203434732313e-11,y
66,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1760.JPEG,English springer,English springer,1.0,5.6788400515914415e-24,y
67,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1770.JPEG,English springer,English springer,1.0,2.9166347559339556e-08,y
68,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1771.JPEG,English springer,English springer,1.0,7.684421202089432e-17,y
69,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1781.JPEG,English springer,English springer,1.0,2.892028826975094e-15,y
70,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1782.JPEG,English springer,English springer,1.0,1.1389853518381564e-16,y
71,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1791.JPEG,English springer,English springer,1.0,5.947972928803998e-15,y
72,/home/yi/Downloads/imagenette2/val/English springer/n02102040_182.JPEG,English springer,English springer,1.0,4.424813587427109e-23,y
73,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1822.JPEG,English springer,English springer,1.0,3.914141689836835e-25,y
74,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1830.JPEG,English springer,English springer,0.9994868040084839,5.248127490631305e-05,y
75,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1840.JPEG,English springer,English springer,1.0,6.664480301172074e-14,y
76,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1841.JPEG,English springer,English springer,1.0,1.2424845723609554e-16,y
77,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1842.JPEG,English springer,English springer,1.0,7.4800183922765e-27,y
78,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1870.JPEG,English springer,English springer,1.0,1.2755405809812243e-30,y
79,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1910.JPEG,English springer,English springer,0.843360185623169,0.009675620123744011,y
80,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1961.JPEG,English springer,English springer,1.0,3.586136387845329e-10,y
81,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1980.JPEG,English springer,English springer,1.0,3.750512426013937e-21,y
82,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2000.JPEG,English springer,English springer,1.0,4.438634623347295e-19,y
83,/home/yi/Downloads/imagenette2/val/English springer/n02102040_201.JPEG,English springer,English springer,0.9999960660934448,3.745920480469067e-07,y
84,/home/yi/Downloads/imagenette2/val/English springer/n02102040_202.JPEG,English springer,English springer,1.0,5.14389210940776e-22,y
85,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2021.JPEG,English springer,English springer,1.0,7.17040455200408e-17,y
86,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2032.JPEG,English springer,English springer,1.0,1.2222035058122934e-18,y
87,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2051.JPEG,English springer,English springer,1.0,2.1467311256824655e-23,y
88,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2082.JPEG,English springer,English springer,1.0,3.8642249205877947e-22,y
89,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2102.JPEG,English springer,English springer,1.0,3.1545470804652635e-24,y
90,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2110.JPEG,English springer,English springer,1.0,5.0007636904117575e-26,y
91,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2111.JPEG,English springer,English springer,0.9877421855926514,8.091825293377042e-05,y
92,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2112.JPEG,English springer,English springer,1.0,8.598277915095548e-22,y
93,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2122.JPEG,English springer,English springer,1.0,4.108581485655859e-16,y
94,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2142.JPEG,English springer,English springer,1.0,8.681999380574831e-36,y
95,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2280.JPEG,English springer,English springer,1.0,3.979724745670226e-18,y
96,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2302.JPEG,English springer,English springer,1.0,2.2618072345603757e-11,y
97,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2312.JPEG,English springer,English springer,1.0,4.0035068603653736e-19,y
98,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2321.JPEG,English springer,English springer,1.0,2.3045381019763517e-31,y
99,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2340.JPEG,English springer,English springer,0.999998927116394,3.6453849361350876e-07,y
100,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2391.JPEG,English springer,English springer,1.0,5.881108534194768e-12,y
101,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2462.JPEG,English springer,English springer,1.0,6.180856590838569e-15,y
102,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2470.JPEG,English springer,English springer,1.0,1.1504749831907466e-15,y
103,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2480.JPEG,English springer,English springer,1.0,3.2706730879775044e-26,y
104,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2481.JPEG,English springer,English springer,1.0,4.419744883076565e-34,y
105,/home/yi/Downloads/imagenette2/val/English springer/n02102040_251.JPEG,English springer,English springer,1.0,8.136404013679841e-29,y
106,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2530.JPEG,English springer,English springer,1.0,3.5360305492396084e-29,y
107,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2572.JPEG,English springer,English springer,0.999996542930603,6.745354994563968e-07,y
108,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2641.JPEG,English springer,English springer,1.0,2.289458246595458e-39,y
109,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2652.JPEG,English springer,English springer,1.0,2.398307897598508e-30,y
110,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2700.JPEG,English springer,English springer,0.9999991655349731,5.268742597763776e-08,y
111,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2702.JPEG,English springer,English springer,1.0,8.025700455763046e-23,y
112,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2730.JPEG,English springer,English springer,1.0,2.2326491838953168e-29,y
113,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2750.JPEG,English springer,English springer,0.9999998807907104,8.521895722424233e-08,y
114,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2762.JPEG,English springer,English springer,1.0,1.4768905431841554e-14,y
115,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2790.JPEG,English springer,English springer,1.0,8.629507456731762e-19,y
116,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2792.JPEG,English springer,English springer,1.0,3.925282147547595e-32,y
117,/home/yi/Downloads/imagenette2/val/English springer/n02102040_281.JPEG,English springer,English springer,1.0,1.3422487381079027e-29,y
118,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2830.JPEG,English springer,English springer,1.0,6.577441412025391e-19,y
119,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2842.JPEG,English springer,English springer,1.0,3.999401529954089e-26,y
120,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2852.JPEG,English springer,English springer,1.0,1.7568855768293148e-20,y
121,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2890.JPEG,English springer,English springer,1.0,3.6848860590279506e-33,y
122,/home/yi/Downloads/imagenette2/val/English springer/n02102040_290.JPEG,English springer,English springer,1.0,9.146751562967502e-36,y
123,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2920.JPEG,English springer,English springer,0.999996542930603,1.0113971029568347e-06,y
124,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2930.JPEG,English springer,English springer,1.0,1.260889483101213e-11,y
125,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2941.JPEG,English springer,English springer,1.0,9.305610684687098e-15,y
126,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2950.JPEG,English springer,English springer,1.0,1.0411034130085921e-19,y
127,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2951.JPEG,English springer,English springer,1.0,1.1136945587963964e-08,y
128,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2961.JPEG,English springer,English springer,1.0,2.5104353913558358e-37,y
129,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2991.JPEG,English springer,English springer,0.9999996423721313,1.0528072635906938e-07,y
130,/home/yi/Downloads/imagenette2/val/English springer/n02102040_30.JPEG,English springer,English springer,1.0,8.875893529021713e-36,y
131,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3012.JPEG,English springer,English springer,1.0,1.3388483669667615e-21,y
132,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3022.JPEG,English springer,English springer,1.0,7.725363333688356e-17,y
133,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3030.JPEG,English springer,English springer,1.0,7.446414775728035e-22,y
134,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3052.JPEG,English springer,English springer,1.0,5.763145469273663e-16,y
135,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3061.JPEG,English springer,English springer,1.0,1.1014839204732727e-27,y
136,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3062.JPEG,English springer,English springer,1.0,4.071498186543488e-22,y
137,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3091.JPEG,English springer,English springer,1.0,6.016782528740012e-21,y
138,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3112.JPEG,English springer,English springer,1.0,2.797817418010145e-14,y
139,/home/yi/Downloads/imagenette2/val/English springer/n02102040_312.JPEG,English springer,English springer,1.0,1.673557933367479e-26,y
140,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3141.JPEG,English springer,English springer,1.0,1.614975020239343e-17,y
141,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3160.JPEG,English springer,English springer,1.0,8.086851002301153e-32,y
142,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3161.JPEG,English springer,English springer,1.0,4.561942678809784e-25,y
143,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3162.JPEG,English springer,English springer,1.0,2.5469493351391237e-19,y
144,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3180.JPEG,English springer,English springer,1.0,6.297676262656828e-20,y
145,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3190.JPEG,English springer,English springer,1.0,1.0286236821349399e-14,y
146,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3201.JPEG,English springer,English springer,1.0,1.6077480491065855e-15,y
147,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3212.JPEG,English springer,English springer,1.0,1.4980391142938783e-20,y
148,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3221.JPEG,English springer,English springer,1.0,1.2813416994106319e-11,y
149,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3260.JPEG,English springer,English springer,1.0,1.428288773152688e-35,y
150,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3290.JPEG,English springer,English springer,1.0,1.6678323999652633e-10,y
151,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3300.JPEG,English springer,English springer,1.0,9.962239165885519e-29,y
152,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3311.JPEG,English springer,English springer,1.0,5.8104990449281405e-30,y
153,/home/yi/Downloads/imagenette2/val/English springer/n02102040_332.JPEG,English springer,English springer,1.0,3.2106484757164755e-16,y
154,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3371.JPEG,English springer,English springer,1.0,3.340098431442007e-32,y
155,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3372.JPEG,English springer,English springer,1.0,2.5647108870500223e-36,y
156,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3381.JPEG,English springer,English springer,0.9999637603759766,4.697254780694493e-07,y
157,/home/yi/Downloads/imagenette2/val/English springer/n02102040_341.JPEG,English springer,English springer,1.0,1.4237495730984318e-12,y
158,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3420.JPEG,English springer,English springer,1.0,8.127531093083939e-44,y
159,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3450.JPEG,English springer,English springer,1.0,8.564147654932519e-12,y
160,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3452.JPEG,English springer,English springer,1.0,9.228833253160929e-10,y
161,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3462.JPEG,English springer,English springer,1.0,1.965193522003364e-37,y
162,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3472.JPEG,English springer,English springer,1.0,4.999066091637694e-11,y
163,/home/yi/Downloads/imagenette2/val/English springer/n02102040_350.JPEG,English springer,English springer,1.0,1.6630241756425076e-35,y
164,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3502.JPEG,English springer,English springer,1.0,4.6982092780874175e-35,y
165,/home/yi/Downloads/imagenette2/val/English springer/n02102040_352.JPEG,English springer,English springer,1.0,8.921563516411512e-33,y
166,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3530.JPEG,English springer,English springer,1.0,1.329797363838639e-15,y
167,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3532.JPEG,English springer,English springer,1.0,3.488357122383608e-24,y
168,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3562.JPEG,English springer,English springer,1.0,2.308212995738579e-11,y
169,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3582.JPEG,English springer,English springer,1.0,4.875646109070431e-09,y
170,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3601.JPEG,English springer,English springer,1.0,1.580157560354678e-09,y
171,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3610.JPEG,English springer,English springer,1.0,1.2363771471738966e-14,y
172,/home/yi/Downloads/imagenette2/val/English springer/n02102040_362.JPEG,English springer,English springer,1.0,3.780975214414027e-24,y
173,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3621.JPEG,English springer,English springer,1.0,3.681899854076259e-22,y
174,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3640.JPEG,English springer,English springer,1.0,1.879373099394322e-25,y
175,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3660.JPEG,English springer,English springer,1.0,3.217651161789223e-15,y
176,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3681.JPEG,English springer,English springer,1.0,6.996817329698831e-19,y
177,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3691.JPEG,English springer,English springer,1.0,7.267358043742793e-40,y
178,/home/yi/Downloads/imagenette2/val/English springer/n02102040_371.JPEG,English springer,English springer,1.0,1.2898477578239526e-30,y
179,/home/yi/Downloads/imagenette2/val/English springer/n02102040_372.JPEG,English springer,English springer,1.0,3.9932770631856407e-13,y
180,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3792.JPEG,English springer,English springer,1.0,5.742016020646168e-15,y
181,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3891.JPEG,English springer,English springer,1.0,4.495457028122737e-22,y
182,/home/yi/Downloads/imagenette2/val/English springer/n02102040_390.JPEG,English springer,English springer,0.9999932050704956,3.640713657659944e-06,y
183,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3931.JPEG,English springer,English springer,1.0,2.268143789105337e-12,y
184,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3941.JPEG,English springer,English springer,1.0,2.3173366003881313e-10,y
185,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3950.JPEG,English springer,English springer,1.0,1.829393603747738e-38,y
186,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3960.JPEG,English springer,English springer,1.0,1.6957394408309217e-21,y
187,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4020.JPEG,English springer,English springer,1.0,5.942699199103997e-19,y
188,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4070.JPEG,English springer,English springer,1.0,2.5124760398698025e-22,y
189,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4090.JPEG,English springer,English springer,0.9970948696136475,0.0007355345878750086,y
190,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4111.JPEG,English springer,English springer,1.0,4.715515949681861e-21,y
191,/home/yi/Downloads/imagenette2/val/English springer/n02102040_421.JPEG,English springer,English springer,1.0,2.5378540935427907e-10,y
192,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4241.JPEG,English springer,English springer,1.0,3.48567820621626e-27,y
193,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4250.JPEG,English springer,English springer,1.0,2.2429686701260443e-30,y
194,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4262.JPEG,English springer,English springer,1.0,9.158554738994423e-28,y
195,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4272.JPEG,English springer,English springer,1.0,7.873019646129513e-31,y
196,/home/yi/Downloads/imagenette2/val/English springer/n02102040_430.JPEG,English springer,English springer,1.0,1.2225942914306787e-12,y
197,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4320.JPEG,English springer,English springer,1.0,1.4548771393112615e-27,y
198,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4342.JPEG,English springer,English springer,1.0,9.4438701625232e-21,y
199,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4350.JPEG,English springer,English springer,0.9999114274978638,1.4131157513475046e-05,y
200,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4352.JPEG,English springer,English springer,1.0,5.045873418409995e-33,y
201,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4392.JPEG,English springer,tench,0.9803754687309265,0.9803754687309265,n
202,/home/yi/Downloads/imagenette2/val/English springer/n02102040_440.JPEG,English springer,English springer,1.0,7.819272844229036e-14,y
203,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4410.JPEG,English springer,English springer,1.0,3.5539876163531714e-15,y
204,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4411.JPEG,English springer,English springer,1.0,2.467854219589949e-11,y
205,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4440.JPEG,English springer,English springer,1.0,3.7689087789199953e-31,y
206,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4450.JPEG,English springer,English springer,1.0,2.604482969838519e-21,y
207,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4481.JPEG,English springer,English springer,1.0,1.1095360470236154e-13,y
208,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4492.JPEG,English springer,English springer,1.0,2.7904613180280676e-15,y
209,/home/yi/Downloads/imagenette2/val/English springer/n02102040_450.JPEG,English springer,English springer,1.0,1.2980800245462887e-13,y
210,/home/yi/Downloads/imagenette2/val/English springer/n02102040_451.JPEG,English springer,English springer,1.0,1.2483459286865724e-18,y
211,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4560.JPEG,English springer,English springer,1.0,1.0544418810320977e-10,y
212,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4582.JPEG,English springer,English springer,1.0,1.301573308331032e-28,y
213,/home/yi/Downloads/imagenette2/val/English springer/n02102040_460.JPEG,English springer,English springer,1.0,2.891947344802153e-33,y
214,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4650.JPEG,English springer,English springer,1.0,5.268737251414167e-19,y
215,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4670.JPEG,English springer,English springer,0.9999998807907104,5.220856191812118e-09,y
