,image,true label,predicted label,confidence score,true confidence score,correct
20,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1091.JPEG,English springer,English springer,1.0,1.0,y
21,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1092.JPEG,English springer,English springer,1.0,1.0,y
22,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1100.JPEG,English springer,English springer,1.0,1.0,y
23,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1102.JPEG,English springer,English springer,1.0,1.0,y
24,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1110.JPEG,English springer,English springer,0.9953954815864563,0.9953954815864563,y
25,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1112.JPEG,English springer,English springer,1.0,1.0,y
26,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1121.JPEG,English springer,English springer,1.0,1.0,y
27,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1122.JPEG,English springer,English springer,1.0,1.0,y
28,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1130.JPEG,English springer,English springer,1.0,1.0,y
29,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1151.JPEG,English springer,English springer,1.0,1.0,y
30,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1160.JPEG,English springer,English springer,1.0,1.0,y
31,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1172.JPEG,English springer,English springer,1.0,1.0,y
32,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1181.JPEG,English springer,English springer,1.0,1.0,y
33,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1200.JPEG,English springer,English springer,1.0,1.0,y
34,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1201.JPEG,English springer,English springer,1.0,1.0,y
35,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1210.JPEG,English springer,English springer,1.0,1.0,y
36,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1222.JPEG,English springer,English springer,1.0,1.0,y
37,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1230.JPEG,English springer,English springer,1.0,1.0,y
38,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1241.JPEG,English springer,English springer,1.0,1.0,y
39,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1252.JPEG,English springer,English springer,0.9908947944641113,0.9908947944641113,y
40,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1260.JPEG,English springer,English springer,0.9998410940170288,0.9998410940170288,y
41,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1261.JPEG,English springer,English springer,0.9952484965324402,0.9952484965324402,y
42,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1272.JPEG,English springer,English springer,0.9997316002845764,0.9997316002845764,y
43,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1292.JPEG,English springer,English springer,1.0,1.0,y
44,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1300.JPEG,English springer,English springer,1.0,1.0,y
45,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1301.JPEG,English springer,parachute,0.6761283874511719,0.10256592929363251,n
46,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1302.JPEG,English springer,English springer,1.0,1.0,y
47,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1310.JPEG,English springer,English springer,1.0,1.0,y
48,/home/yi/Downloads/imagenette2/val/English springer/n02102040_132.JPEG,English springer,English springer,1.0,1.0,y
49,/home/yi/Downloads/imagenette2/val/English springer/n02102040_142.JPEG,English springer,English springer,1.0,1.0,y
50,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1430.JPEG,English springer,English springer,0.9999979734420776,0.9999979734420776,y
51,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1442.JPEG,English springer,English springer,1.0,1.0,y
52,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1450.JPEG,English springer,English springer,1.0,1.0,y
53,/home/yi/Downloads/imagenette2/val/English springer/n02102040_150.JPEG,English springer,English springer,1.0,1.0,y
54,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1512.JPEG,English springer,English springer,1.0,1.0,y
55,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1552.JPEG,English springer,English springer,1.0,1.0,y
56,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1590.JPEG,English springer,English springer,1.0,1.0,y
57,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1592.JPEG,English springer,English springer,0.9871532320976257,0.9871532320976257,y
58,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1612.JPEG,English springer,English springer,1.0,1.0,y
59,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1620.JPEG,English springer,English springer,0.9999996423721313,0.9999996423721313,y
60,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1632.JPEG,English springer,English springer,0.9999997615814209,0.9999997615814209,y
61,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1642.JPEG,English springer,English springer,0.9999591112136841,0.9999591112136841,y
62,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1660.JPEG,English springer,English springer,1.0,1.0,y
63,/home/yi/Downloads/imagenette2/val/English springer/n02102040_171.JPEG,English springer,English springer,1.0,1.0,y
64,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1720.JPEG,English springer,English springer,1.0,1.0,y
65,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1740.JPEG,English springer,English springer,1.0,1.0,y
66,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1760.JPEG,English springer,English springer,1.0,1.0,y
67,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1770.JPEG,English springer,English springer,1.0,1.0,y
68,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1771.JPEG,English springer,English springer,1.0,1.0,y
69,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1781.JPEG,English springer,English springer,1.0,1.0,y
70,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1782.JPEG,English springer,English springer,1.0,1.0,y
71,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1791.JPEG,English springer,English springer,1.0,1.0,y
72,/home/yi/Downloads/imagenette2/val/English springer/n02102040_182.JPEG,English springer,English springer,1.0,1.0,y
73,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1822.JPEG,English springer,English springer,1.0,1.0,y
74,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1830.JPEG,English springer,English springer,0.9994868040084839,0.9994868040084839,y
75,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1840.JPEG,English springer,English springer,1.0,1.0,y
76,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1841.JPEG,English springer,English springer,1.0,1.0,y
77,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1842.JPEG,English springer,English springer,1.0,1.0,y
78,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1870.JPEG,English springer,English springer,1.0,1.0,y
79,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1910.JPEG,English springer,English springer,0.843360185623169,0.843360185623169,y
80,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1961.JPEG,English springer,English springer,1.0,1.0,y
81,/home/yi/Downloads/imagenette2/val/English springer/n02102040_1980.JPEG,English springer,English springer,1.0,1.0,y
82,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2000.JPEG,English springer,English springer,1.0,1.0,y
83,/home/yi/Downloads/imagenette2/val/English springer/n02102040_201.JPEG,English springer,English springer,0.9999960660934448,0.9999960660934448,y
84,/home/yi/Downloads/imagenette2/val/English springer/n02102040_202.JPEG,English springer,English springer,1.0,1.0,y
85,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2021.JPEG,English springer,English springer,1.0,1.0,y
86,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2032.JPEG,English springer,English springer,1.0,1.0,y
87,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2051.JPEG,English springer,English springer,1.0,1.0,y
88,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2082.JPEG,English springer,English springer,1.0,1.0,y
89,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2102.JPEG,English springer,English springer,1.0,1.0,y
90,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2110.JPEG,English springer,English springer,1.0,1.0,y
91,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2111.JPEG,English springer,English springer,0.9877421855926514,0.9877421855926514,y
92,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2112.JPEG,English springer,English springer,1.0,1.0,y
93,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2122.JPEG,English springer,English springer,1.0,1.0,y
94,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2142.JPEG,English springer,English springer,1.0,1.0,y
95,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2280.JPEG,English springer,English springer,1.0,1.0,y
96,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2302.JPEG,English springer,English springer,1.0,1.0,y
97,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2312.JPEG,English springer,English springer,1.0,1.0,y
98,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2321.JPEG,English springer,English springer,1.0,1.0,y
99,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2340.JPEG,English springer,English springer,0.999998927116394,0.999998927116394,y
100,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2391.JPEG,English springer,English springer,1.0,1.0,y
101,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2462.JPEG,English springer,English springer,1.0,1.0,y
102,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2470.JPEG,English springer,English springer,1.0,1.0,y
103,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2480.JPEG,English springer,English springer,1.0,1.0,y
104,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2481.JPEG,English springer,English springer,1.0,1.0,y
105,/home/yi/Downloads/imagenette2/val/English springer/n02102040_251.JPEG,English springer,English springer,1.0,1.0,y
106,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2530.JPEG,English springer,English springer,1.0,1.0,y
107,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2572.JPEG,English springer,English springer,0.999996542930603,0.999996542930603,y
108,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2641.JPEG,English springer,English springer,1.0,1.0,y
109,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2652.JPEG,English springer,English springer,1.0,1.0,y
110,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2700.JPEG,English springer,English springer,0.9999991655349731,0.9999991655349731,y
111,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2702.JPEG,English springer,English springer,1.0,1.0,y
112,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2730.JPEG,English springer,English springer,1.0,1.0,y
113,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2750.JPEG,English springer,English springer,0.9999998807907104,0.9999998807907104,y
114,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2762.JPEG,English springer,English springer,1.0,1.0,y
115,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2790.JPEG,English springer,English springer,1.0,1.0,y
116,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2792.JPEG,English springer,English springer,1.0,1.0,y
117,/home/yi/Downloads/imagenette2/val/English springer/n02102040_281.JPEG,English springer,English springer,1.0,1.0,y
118,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2830.JPEG,English springer,English springer,1.0,1.0,y
119,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2842.JPEG,English springer,English springer,1.0,1.0,y
120,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2852.JPEG,English springer,English springer,1.0,1.0,y
121,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2890.JPEG,English springer,English springer,1.0,1.0,y
122,/home/yi/Downloads/imagenette2/val/English springer/n02102040_290.JPEG,English springer,English springer,1.0,1.0,y
123,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2920.JPEG,English springer,English springer,0.999996542930603,0.999996542930603,y
124,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2930.JPEG,English springer,English springer,1.0,1.0,y
125,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2941.JPEG,English springer,English springer,1.0,1.0,y
126,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2950.JPEG,English springer,English springer,1.0,1.0,y
127,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2951.JPEG,English springer,English springer,1.0,1.0,y
128,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2961.JPEG,English springer,English springer,1.0,1.0,y
129,/home/yi/Downloads/imagenette2/val/English springer/n02102040_2991.JPEG,English springer,English springer,0.9999996423721313,0.9999996423721313,y
130,/home/yi/Downloads/imagenette2/val/English springer/n02102040_30.JPEG,English springer,English springer,1.0,1.0,y
131,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3012.JPEG,English springer,English springer,1.0,1.0,y
132,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3022.JPEG,English springer,English springer,1.0,1.0,y
133,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3030.JPEG,English springer,English springer,1.0,1.0,y
134,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3052.JPEG,English springer,English springer,1.0,1.0,y
135,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3061.JPEG,English springer,English springer,1.0,1.0,y
136,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3062.JPEG,English springer,English springer,1.0,1.0,y
137,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3091.JPEG,English springer,English springer,1.0,1.0,y
138,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3112.JPEG,English springer,English springer,1.0,1.0,y
139,/home/yi/Downloads/imagenette2/val/English springer/n02102040_312.JPEG,English springer,English springer,1.0,1.0,y
140,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3141.JPEG,English springer,English springer,1.0,1.0,y
141,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3160.JPEG,English springer,English springer,1.0,1.0,y
142,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3161.JPEG,English springer,English springer,1.0,1.0,y
143,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3162.JPEG,English springer,English springer,1.0,1.0,y
144,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3180.JPEG,English springer,English springer,1.0,1.0,y
145,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3190.JPEG,English springer,English springer,1.0,1.0,y
146,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3201.JPEG,English springer,English springer,1.0,1.0,y
147,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3212.JPEG,English springer,English springer,1.0,1.0,y
148,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3221.JPEG,English springer,English springer,1.0,1.0,y
149,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3260.JPEG,English springer,English springer,1.0,1.0,y
150,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3290.JPEG,English springer,English springer,1.0,1.0,y
151,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3300.JPEG,English springer,English springer,1.0,1.0,y
152,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3311.JPEG,English springer,English springer,1.0,1.0,y
153,/home/yi/Downloads/imagenette2/val/English springer/n02102040_332.JPEG,English springer,English springer,1.0,1.0,y
154,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3371.JPEG,English springer,English springer,1.0,1.0,y
155,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3372.JPEG,English springer,English springer,1.0,1.0,y
156,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3381.JPEG,English springer,English springer,0.9999637603759766,0.9999637603759766,y
157,/home/yi/Downloads/imagenette2/val/English springer/n02102040_341.JPEG,English springer,English springer,1.0,1.0,y
158,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3420.JPEG,English springer,English springer,1.0,1.0,y
159,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3450.JPEG,English springer,English springer,1.0,1.0,y
160,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3452.JPEG,English springer,English springer,1.0,1.0,y
161,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3462.JPEG,English springer,English springer,1.0,1.0,y
162,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3472.JPEG,English springer,English springer,1.0,1.0,y
163,/home/yi/Downloads/imagenette2/val/English springer/n02102040_350.JPEG,English springer,English springer,1.0,1.0,y
164,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3502.JPEG,English springer,English springer,1.0,1.0,y
165,/home/yi/Downloads/imagenette2/val/English springer/n02102040_352.JPEG,English springer,English springer,1.0,1.0,y
166,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3530.JPEG,English springer,English springer,1.0,1.0,y
167,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3532.JPEG,English springer,English springer,1.0,1.0,y
168,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3562.JPEG,English springer,English springer,1.0,1.0,y
169,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3582.JPEG,English springer,English springer,1.0,1.0,y
170,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3601.JPEG,English springer,English springer,1.0,1.0,y
171,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3610.JPEG,English springer,English springer,1.0,1.0,y
172,/home/yi/Downloads/imagenette2/val/English springer/n02102040_362.JPEG,English springer,English springer,1.0,1.0,y
173,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3621.JPEG,English springer,English springer,1.0,1.0,y
174,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3640.JPEG,English springer,English springer,1.0,1.0,y
175,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3660.JPEG,English springer,English springer,1.0,1.0,y
176,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3681.JPEG,English springer,English springer,1.0,1.0,y
177,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3691.JPEG,English springer,English springer,1.0,1.0,y
178,/home/yi/Downloads/imagenette2/val/English springer/n02102040_371.JPEG,English springer,English springer,1.0,1.0,y
179,/home/yi/Downloads/imagenette2/val/English springer/n02102040_372.JPEG,English springer,English springer,1.0,1.0,y
180,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3792.JPEG,English springer,English springer,1.0,1.0,y
181,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3891.JPEG,English springer,English springer,1.0,1.0,y
182,/home/yi/Downloads/imagenette2/val/English springer/n02102040_390.JPEG,English springer,English springer,0.9999932050704956,0.9999932050704956,y
183,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3931.JPEG,English springer,English springer,1.0,1.0,y
184,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3941.JPEG,English springer,English springer,1.0,1.0,y
185,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3950.JPEG,English springer,English springer,1.0,1.0,y
186,/home/yi/Downloads/imagenette2/val/English springer/n02102040_3960.JPEG,English springer,English springer,1.0,1.0,y
187,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4020.JPEG,English springer,English springer,1.0,1.0,y
188,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4070.JPEG,English springer,English springer,1.0,1.0,y
189,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4090.JPEG,English springer,English springer,0.9970948696136475,0.9970948696136475,y
190,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4111.JPEG,English springer,English springer,1.0,1.0,y
191,/home/yi/Downloads/imagenette2/val/English springer/n02102040_421.JPEG,English springer,English springer,1.0,1.0,y
192,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4241.JPEG,English springer,English springer,1.0,1.0,y
193,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4250.JPEG,English springer,English springer,1.0,1.0,y
194,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4262.JPEG,English springer,English springer,1.0,1.0,y
195,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4272.JPEG,English springer,English springer,1.0,1.0,y
196,/home/yi/Downloads/imagenette2/val/English springer/n02102040_430.JPEG,English springer,English springer,1.0,1.0,y
197,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4320.JPEG,English springer,English springer,1.0,1.0,y
198,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4342.JPEG,English springer,English springer,1.0,1.0,y
199,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4350.JPEG,English springer,English springer,0.9999114274978638,0.9999114274978638,y
200,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4352.JPEG,English springer,English springer,1.0,1.0,y
201,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4392.JPEG,English springer,tench,0.9803754687309265,0.007477667182683945,n
202,/home/yi/Downloads/imagenette2/val/English springer/n02102040_440.JPEG,English springer,English springer,1.0,1.0,y
203,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4410.JPEG,English springer,English springer,1.0,1.0,y
204,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4411.JPEG,English springer,English springer,1.0,1.0,y
205,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4440.JPEG,English springer,English springer,1.0,1.0,y
206,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4450.JPEG,English springer,English springer,1.0,1.0,y
207,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4481.JPEG,English springer,English springer,1.0,1.0,y
208,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4492.JPEG,English springer,English springer,1.0,1.0,y
209,/home/yi/Downloads/imagenette2/val/English springer/n02102040_450.JPEG,English springer,English springer,1.0,1.0,y
210,/home/yi/Downloads/imagenette2/val/English springer/n02102040_451.JPEG,English springer,English springer,1.0,1.0,y
211,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4560.JPEG,English springer,English springer,1.0,1.0,y
212,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4582.JPEG,English springer,English springer,1.0,1.0,y
213,/home/yi/Downloads/imagenette2/val/English springer/n02102040_460.JPEG,English springer,English springer,1.0,1.0,y
214,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4650.JPEG,English springer,English springer,1.0,1.0,y
215,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4670.JPEG,English springer,English springer,0.9999998807907104,0.9999998807907104,y
216,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4701.JPEG,English springer,English springer,1.0,1.0,y
217,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4702.JPEG,English springer,English springer,1.0,1.0,y
218,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4722.JPEG,English springer,English springer,1.0,1.0,y
219,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4732.JPEG,English springer,English springer,1.0,1.0,y
220,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4742.JPEG,English springer,English springer,1.0,1.0,y
221,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4780.JPEG,English springer,English springer,1.0,1.0,y
222,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4801.JPEG,English springer,English springer,1.0,1.0,y
223,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4821.JPEG,English springer,English springer,1.0,1.0,y
224,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4851.JPEG,English springer,English springer,1.0,1.0,y
225,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4872.JPEG,English springer,English springer,1.0,1.0,y
226,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4901.JPEG,English springer,English springer,1.0,1.0,y
227,/home/yi/Downloads/imagenette2/val/English springer/n02102040_491.JPEG,English springer,English springer,1.0,1.0,y
228,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4952.JPEG,English springer,English springer,1.0,1.0,y
229,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4960.JPEG,English springer,English springer,0.9913985729217529,0.9913985729217529,y
230,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4972.JPEG,English springer,English springer,1.0,1.0,y
231,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4980.JPEG,English springer,English springer,0.9999923706054688,0.9999923706054688,y
232,/home/yi/Downloads/imagenette2/val/English springer/n02102040_4990.JPEG,English springer,English springer,1.0,1.0,y
233,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5030.JPEG,English springer,English springer,1.0,1.0,y
234,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5060.JPEG,English springer,English springer,1.0,1.0,y
235,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5061.JPEG,English springer,English springer,1.0,1.0,y
236,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5070.JPEG,English springer,English springer,1.0,1.0,y
237,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5091.JPEG,English springer,English springer,1.0,1.0,y
238,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5101.JPEG,English springer,English springer,1.0,1.0,y
239,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5120.JPEG,English springer,English springer,1.0,1.0,y
240,/home/yi/Downloads/imagenette2/val/English springer/n02102040_5170.JPEG,English springer,English springer,1.0,1.0,y
241,/home/yi/Downloads/imagenette2/val/English springer/n02102040_521.JPEG,English springer,English springer,1.0,1.0,y
